,name_function,opcodes
26,fcn.0040c37c,":add byte [eax + eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:lcall 0:0x109ca:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x109ca], ch:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x5f527fc2], al:jg 0x40c40b:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40c42b:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [ecx + 0x5e], ch:stosd dword es:[edi], eax:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40c453:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40c47b"
27,fcn.0040c50c,":add byte [eax + eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:lcall 0:0x109ca:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x109ca], ch:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x5f527e55], dl:jg 0x40c59b:add byte [eax], al:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40c5bb:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x5d], ch:stosd dword es:[edi], eax:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40c5e3:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40c60b"
28,fcn.0040c6dc,":add byte [eax + eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:lcall 0:0x109ca:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x109ca], ch:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx], al:mov dl, 0x81:lodsd eax, dword [esi]:mov al, byte [0x7f]:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40c78b:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [ecx + 0x5e], ch:stosd dword es:[edi], eax:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40c7b3:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40c7db"
29,fcn.0040c514,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x2c], dl:imul ebp, dword [ebx + 0x7fa0], 0:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40c5c3:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:adc ah, 0x6b:stosd dword es:[edi], eax:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40c5eb:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40c613"
30,sub.KERNEL32.DLL_GetTimeZoneInformation_35c,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx], ah:fild qword [ebx - 0x55]:mov al, byte [0x7f]:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40e40b:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:shr dword [ebx - 0x55], cl:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40e433:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40e45b"
31,fcn.0040c6e1,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x2c], dh:imul ebp, dword [ebx + 0x7fa0], 0:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x40c790:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:xor dh, bl:imul ebp, dword [ebx + 0x7fa0], 0:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x40c7b8:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x40c7e0"
32,fcn.00001115,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x6b], ah:insb byte es:[edi], dx:stosd dword es:[edi], eax:mov al, byte [0x7f]:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x11c4:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:pushal:imul byte [ebx - 0x55]:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x11ec:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x1214"
33,fcn.000013cc,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx], ah:mov edx, 0x7fa0ab73:add byte [eax], al:add byte [eax + 0xc], al:or dword [ecx], eax:add byte [eax], al:add byte [eax + eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x147b:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:mov al, byte [0xa0ab6bd4]:jg 0x1493:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x14a3:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x14cb"
34,fcn.000013ec,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx - 0x70], dl:insd dword es:[edi], dx:stosd dword es:[edi], eax:mov al, byte [0x7f]:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x149b:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:jo 0x1433:insd dword es:[edi], dx:stosd dword es:[edi], eax:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x14c3:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x14eb"
35,fcn.00007490,":add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], dl:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add cl, ah:xchg eax, ebx:outsb dx, byte [esi]:stosd dword es:[edi], eax:mov al, byte [0x7f]:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x753f:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:or byte [ebx + 0x7fa0ab6d], 0:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x7567:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x758f"
36,fcn.00007640,":add byte [eax + eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:lcall 0:0x109ca:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x109ca], ch:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add cl, dl:rol byte [edx + 0x7fa0ad], 0:add byte [eax + 0xc], al:or dword [ecx], eax:add byte [eax], al:add byte [eax + eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x76ef:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:nop:mov esi, 0x7fa0ad82:add byte [eax], al:add byte [ecx], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:mov al, byte [0xff56c686]:jg 0x7717:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x773f"
37,fcn.00007684,":add byte [edx], cl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + 0x109ca], bl:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [edx + ecx*8 + 0x109], ah:add byte [ecx], al:adc byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], edx:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add byte [ecx], ah:in al, 0x73:stosd dword es:[edi], eax:mov al, byte [0x7f]:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x7733:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:shl dl, 0x73:stosd dword es:[edi], eax:mov al, byte [0x7f]:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x775b:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x7783"
38,fcn.000076dc,":add byte [eax + eax], dl:add byte [eax], al:add byte [eax], al:add byte [eax], al:lcall 0:0x109ca:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x109ca], ch:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add dl, byte [eax]:add byte [eax], al:add byte [eax], al:cmp bh, 0xff:inc dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [eax + 0x108fa24], dl:add byte [eax], al:add cl, al:cli:sub dword [ebp + 0x7fa0], 0:inc eax:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:add byte [esi + 0x7fff56c6], 0:add byte [ecx - 0x6fc65b], dh:jg 0x778b:add byte [eax], al:pushal:or al, 9:add dword [eax], eax:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:pushal:stc:sub dword [ebp + 0x7fa0], 0:add dword [eax], eax:add byte [eax], al:add byte [eax], al:add byte [eax - 0xa9397a], ah:jg 0x77b3:add ah, bl:nop:cmp dword [eax + 0x7fff], edx:add eax, dword [eax]:add byte [eax], al:add byte [eax], al:add byte [eax], al:add al, 0:add byte [eax], al:add byte [eax], al:add byte [eax], al:rol byte [esi + 0x7fff56c6], 1:add byte [eax], al:lahf:cmp eax, dword [edx]:jg 0x77db"
